date,sales,has_event,snap_CA,snap_TX,snap_WI,dayofweek,month,week,sin_dow,cos_dow,lag_1,lag_7,lag_28,rolling_mean_7,rolling_std_7
2012-08-17,35457,0,0,0,0,4,8,33,-0.433883739117558,-0.9009688679024191,34405.0,36465.0,35402.0,38084.0,4774.331995159164
2012-08-18,41521,0,0,0,0,5,8,33,-0.9749279121818235,-0.2225209339563146,35457.0,44081.0,39544.0,37940.0,4845.965538466041
2012-08-19,43364,1,0,0,0,6,8,33,-0.7818314824680299,0.6234898018587334,41521.0,45798.0,39952.0,37574.28571428572,4379.416693057307
2012-08-20,32410,0,0,0,0,0,8,34,0.0,1.0,43364.0,36030.0,30864.0,37226.57142857143,3654.237761701886
2012-08-21,30206,0,0,0,0,1,8,34,0.7818314824680297,0.6234898018587336,32410.0,34312.0,29479.0,36709.42857142857,4082.814423782688
2012-08-22,28922,0,0,0,0,2,8,34,0.9749279121818236,-0.22252093395631434,30206.0,35497.0,28354.0,36122.857142857145,4728.54274340317
2012-08-23,28552,0,0,0,0,3,8,34,0.43388373911755823,-0.900968867902419,28922.0,34405.0,28538.0,35183.57142857143,5468.691825813054
2012-08-24,33044,0,0,0,0,4,8,34,-0.433883739117558,-0.9009688679024191,28552.0,35457.0,31840.0,34347.42857142857,6026.568450263753
2012-08-25,39964,0,0,0,0,5,8,34,-0.9749279121818235,-0.2225209339563146,33044.0,41521.0,34588.0,34002.71428571428,6021.532825737042
2012-08-26,41021,0,0,0,0,6,8,34,-0.7818314824680299,0.6234898018587334,39964.0,43364.0,36147.0,33780.28571428572,5718.670175086923
2012-08-27,31010,0,0,0,0,0,8,35,0.0,1.0,41021.0,32410.0,28933.0,33445.57142857143,5099.268897176771
2012-08-28,28472,0,0,0,0,1,8,35,0.7818314824680297,0.6234898018587336,31010.0,30206.0,29531.0,33245.57142857143,5173.568396414708
2012-08-29,27101,0,0,0,0,2,8,35,0.9749279121818236,-0.22252093395631434,28472.0,28922.0,33970.0,32997.857142857145,5380.726606093633
2012-08-30,28303,0,0,0,0,3,8,35,0.43388373911755823,-0.900968867902419,27101.0,28552.0,35260.0,32737.714285714286,5648.00710322635
2012-08-31,37092,0,0,0,0,4,8,35,-0.433883739117558,-0.9009688679024191,28303.0,33044.0,39511.0,32702.14285714286,5679.4591124088465
2012-09-01,44630,0,1,1,0,5,9,35,-0.9749279121818235,-0.2225209339563146,37092.0,39964.0,41276.0,33280.42857142857,5921.01643462064
2012-09-02,42819,0,1,0,1,6,9,35,-0.7818314824680299,0.6234898018587334,44630.0,41021.0,43009.0,33947.0,6968.776028351999
2012-09-03,44525,1,1,1,1,0,9,36,0.0,1.0,42819.0,31010.0,37024.0,34203.857142857145,7298.311618188868
2012-09-04,31879,0,1,0,0,1,9,36,0.7818314824680297,0.6234898018587336,44525.0,28472.0,32394.0,36134.57142857143,8060.436068789818
2012-09-05,31854,0,1,1,1,2,9,36,0.9749279121818236,-0.22252093395631434,31879.0,27101.0,32301.0,36621.28571428572,7610.9617157160565
2012-09-06,32575,0,1,1,1,3,9,36,0.43388373911755823,-0.900968867902419,31854.0,28303.0,35008.0,37300.28571428572,6787.54147229286
2012-09-07,34775,0,1,1,0,4,9,36,-0.433883739117558,-0.9009688679024191,32575.0,37092.0,36465.0,37910.57142857143,5988.799959289113
2012-09-08,43218,0,1,0,1,5,9,36,-0.9749279121818235,-0.2225209339563146,34775.0,44630.0,44081.0,37579.57142857143,6104.495225027313
2012-09-09,46649,0,1,1,1,6,9,36,-0.7818314824680299,0.6234898018587334,43218.0,42819.0,45798.0,37377.857142857145,5850.750448406094
2012-09-10,32972,0,1,0,0,0,9,37,0.0,1.0,46649.0,44525.0,36030.0,37925.0,6578.249285840951
2012-09-11,32370,0,0,1,1,1,9,37,0.7818314824680297,0.6234898018587336,32972.0,31879.0,34312.0,36274.57142857143,6076.52573041382
2012-09-12,31018,0,0,1,1,2,9,37,0.9749279121818236,-0.22252093395631434,32370.0,31854.0,35497.0,36344.71428571428,6019.900046631076
2012-09-13,30142,0,0,1,0,3,9,37,0.43388373911755823,-0.900968867902419,31018.0,32575.0,34405.0,36225.28571428572,6131.105221580812
2012-09-14,36359,0,0,0,1,4,9,37,-0.433883739117558,-0.9009688679024191,30142.0,34775.0,35457.0,35877.71428571428,6434.0091885305455
2012-09-15,45959,0,0,1,1,5,9,37,-0.9749279121818235,-0.2225209339563146,36359.0,43218.0,41521.0,36104.0,6416.593930323697
2012-09-16,44286,0,0,0,0,6,9,37,-0.7818314824680299,0.6234898018587334,45959.0,46649.0,43364.0,36495.57142857143,6981.819219877287
2012-09-17,31860,0,0,0,0,0,9,38,0.0,1.0,44286.0,32972.0,32410.0,36158.0,6445.615848518039
2012-09-18,29276,0,0,0,0,1,9,38,0.7818314824680297,0.6234898018587336,31860.0,32370.0,30206.0,35999.142857142855,6550.08067198596
2012-09-19,27065,0,0,0,0,2,9,38,0.9749279121818236,-0.22252093395631434,29276.0,31018.0,28922.0,35557.142857142855,6929.210691667849
2012-09-20,28557,0,0,0,0,3,9,38,0.43388373911755823,-0.900968867902419,27065.0,30142.0,28552.0,34992.42857142857,7498.490089281161
2012-09-21,33634,0,0,0,0,4,9,38,-0.433883739117558,-0.9009688679024191,28557.0,36359.0,33044.0,34766.0,7690.83129447007
2012-09-22,41889,0,0,0,0,5,9,38,-0.9749279121818235,-0.2225209339563146,33634.0,45959.0,39964.0,34376.71428571428,7665.684220696071
2012-09-23,41362,0,0,0,0,6,9,38,-0.7818314824680299,0.6234898018587334,41889.0,44286.0,41021.0,33795.28571428572,6739.126642582259
2012-09-24,29176,0,0,0,0,0,9,39,0.0,1.0,41362.0,31860.0,31010.0,33377.57142857143,6034.258442624167
2012-09-25,27979,0,0,0,0,1,9,39,0.7818314824680297,0.6234898018587336,29176.0,29276.0,28472.0,32994.142857142855,6228.893786983678
2012-09-26,26932,0,0,0,0,2,9,39,0.9749279121818236,-0.22252093395631434,27979.0,27065.0,27101.0,32808.857142857145,6375.492959465216
2012-09-27,27231,0,0,0,0,3,9,39,0.43388373911755823,-0.900968867902419,26932.0,28557.0,28303.0,32789.857142857145,6395.629899355017
2012-09-28,32656,0,0,0,0,4,9,39,-0.433883739117558,-0.9009688679024191,27231.0,33634.0,37092.0,32600.428571428572,6559.434956791706
2012-09-29,40981,0,0,0,0,5,9,39,-0.9749279121818235,-0.2225209339563146,32656.0,41889.0,44630.0,32460.714285714286,6544.148778725564
2012-09-30,39736,0,0,0,0,6,9,39,-0.7818314824680299,0.6234898018587334,40981.0,41362.0,42819.0,32331.0,6331.669290163538
2012-10-01,34841,0,1,1,0,0,10,40,0.0,1.0,39736.0,29176.0,44525.0,32098.714285714286,5964.304701424015
2012-10-02,33830,0,1,0,1,1,10,40,0.7818314824680297,0.6234898018587336,34841.0,27979.0,31879.0,32908.0,5885.446060693565
2012-10-03,34220,0,1,1,1,2,10,40,0.9749279121818236,-0.22252093395631434,33830.0,26932.0,31854.0,33743.857142857145,5469.541340568748
2012-10-04,30075,0,1,0,0,3,10,40,0.43388373911755823,-0.900968867902419,34220.0,27231.0,32575.0,34785.0,4577.713402999376
2012-10-05,34588,0,1,1,1,4,10,40,-0.433883739117558,-0.9009688679024191,30075.0,32656.0,34775.0,35191.28571428572,3866.4899549111356
2012-10-06,44040,0,1,1,1,5,10,40,-0.9749279121818235,-0.2225209339563146,34588.0,40981.0,43218.0,35467.28571428572,3721.5927465842797
2012-10-07,41872,0,1,1,0,6,10,40,-0.7818314824680299,0.6234898018587334,44040.0,39736.0,46649.0,35904.28571428572,4561.708697198386
2012-10-08,33790,1,1,0,1,0,10,41,0.0,1.0,41872.0,34841.0,32972.0,36209.42857142857,4918.246837276583
2012-10-09,32295,0,1,1,1,1,10,41,0.7818314824680297,0.6234898018587336,33790.0,33830.0,32370.0,36059.28571428572,4982.605567180228
2012-10-10,29969,0,1,0,0,2,10,41,0.9749279121818236,-0.22252093395631434,32295.0,34220.0,31018.0,35840.0,5128.704807258862
2012-10-11,29998,0,0,1,1,3,10,41,0.43388373911755823,-0.900968867902419,29969.0,30075.0,30142.0,35232.71428571428,5583.9703232940565
2012-10-12,35052,0,0,1,1,4,10,41,-0.433883739117558,-0.9009688679024191,29998.0,34588.0,36359.0,35221.71428571428,5595.887141889305
2012-10-13,42226,0,0,1,0,5,10,41,-0.9749279121818235,-0.2225209339563146,35052.0,44040.0,45959.0,35288.0,5589.874327746568
2012-10-14,42237,0,0,0,1,6,10,41,-0.7818314824680299,0.6234898018587334,42226.0,41872.0,44286.0,35028.857142857145,5140.499730200423
2012-10-15,33684,0,0,1,1,0,10,42,0.0,1.0,42237.0,33790.0,31860.0,35081.0,5222.676708355606
2012-10-16,27869,0,0,0,0,1,10,42,0.7818314824680297,0.6234898018587336,33684.0,32295.0,29276.0,35065.857142857145,5227.195469483671
2012-10-17,27103,0,0,0,0,2,10,42,0.9749279121818236,-0.22252093395631434,27869.0,29969.0,27065.0,34433.57142857143,5848.93212068503
2012-10-18,26169,0,0,0,0,3,10,42,0.43388373911755823,-0.900968867902419,27103.0,29998.0,28557.0,34024.142857142855,6296.712089881295
2012-10-19,29711,0,0,0,0,4,10,42,-0.433883739117558,-0.9009688679024191,26169.0,35052.0,33634.0,33477.142857142855,6847.024644047266
2012-10-20,36689,0,0,0,0,5,10,42,-0.9749279121818235,-0.2225209339563146,29711.0,42226.0,41889.0,32714.14285714286,6939.247712073976
2012-10-21,36987,0,0,0,0,6,10,42,-0.7818314824680299,0.6234898018587334,36689.0,42237.0,41362.0,31923.14285714286,5914.153205899997
2012-10-22,26712,0,0,0,0,0,10,43,0.0,1.0,36987.0,33684.0,29176.0,31173.14285714286,4567.872386883986
2012-10-23,25419,0,0,0,0,1,10,43,0.7818314824680297,0.6234898018587336,26712.0,27869.0,27979.0,30177.14285714286,4687.679398471826
2012-10-24,24390,0,0,0,0,2,10,43,0.9749279121818236,-0.22252093395631434,25419.0,27103.0,26932.0,29827.14285714286,4971.601500139619
2012-10-25,24312,0,0,0,0,3,10,43,0.43388373911755823,-0.900968867902419,24390.0,26169.0,27231.0,29439.571428571428,5313.363901746329
2012-10-26,31863,1,0,0,0,4,10,43,-0.433883739117558,-0.9009688679024191,24312.0,29711.0,32656.0,29174.285714285714,5545.174049396038
2012-10-27,38547,0,0,0,0,5,10,43,-0.9749279121818235,-0.2225209339563146,31863.0,36689.0,40981.0,29481.714285714286,5638.753813692223
2012-10-28,37184,0,0,0,0,6,10,43,-0.7818314824680299,0.6234898018587334,38547.0,36987.0,39736.0,29747.14285714286,6062.377680651146
2012-10-29,27581,0,0,0,0,0,10,44,0.0,1.0,37184.0,26712.0,34841.0,29775.285714285714,6101.916467096923
2012-10-30,28080,0,0,0,0,1,10,44,0.7818314824680297,0.6234898018587336,27581.0,25419.0,33830.0,29899.428571428572,6037.709247088749
2012-10-31,24975,1,0,0,0,2,10,44,0.9749279121818236,-0.22252093395631434,28080.0,24390.0,34220.0,30279.571428571428,5787.171412044142
2012-11-01,31051,0,1,1,0,3,11,44,0.43388373911755823,-0.900968867902419,24975.0,24312.0,30075.0,30363.14285714286,5691.377320958772
2012-11-02,35514,0,1,0,1,4,11,44,-0.433883739117558,-0.9009688679024191,31051.0,31863.0,34588.0,31325.85714285714,5028.580662193908
2012-11-03,45079,0,1,1,1,5,11,44,-0.9749279121818235,-0.2225209339563146,35514.0,38547.0,44040.0,31847.428571428572,5276.7967195115325
2012-11-04,42545,0,1,0,0,6,11,44,-0.7818314824680299,0.6234898018587334,45079.0,37184.0,41872.0,32780.57142857143,6966.13759212241
2012-11-05,33057,0,1,1,1,0,11,45,0.0,1.0,42545.0,27581.0,33790.0,33546.42857142857,7778.287726253188
2012-11-06,30514,0,1,1,1,1,11,45,0.7818314824680297,0.6234898018587336,33057.0,28080.0,32295.0,34328.71428571428,7341.434526355319
2012-11-07,29683,0,1,1,0,2,11,45,0.9749279121818236,-0.22252093395631434,30514.0,24975.0,29969.0,34676.42857142857,7047.9221963437085
2012-11-08,30757,0,1,0,1,3,11,45,0.43388373911755823,-0.900968867902419,29683.0,31051.0,29998.0,35349.0,6133.098591522345
2012-11-09,35722,0,1,1,1,4,11,45,-0.433883739117558,-0.9009688679024191,30757.0,35514.0,35052.0,35307.0,6168.3425920852815
2012-11-10,42884,0,1,0,0,5,11,45,-0.9749279121818235,-0.2225209339563146,35722.0,45079.0,42226.0,35336.71428571428,6170.006718372512
2012-11-11,43517,1,0,1,1,6,11,45,-0.7818314824680299,0.6234898018587334,42884.0,42545.0,42237.0,35023.142857142855,5623.981372318947
2012-11-12,33213,0,0,1,1,0,11,46,0.0,1.0,43517.0,33057.0,33684.0,35162.0,5848.180685763169
2012-11-13,28308,0,0,1,0,1,11,46,0.7818314824680297,0.6234898018587336,33213.0,30514.0,27869.0,35184.28571428572,5839.112424398243
2012-11-14,27835,0,0,0,1,2,11,46,0.9749279121818236,-0.22252093395631434,28308.0,29683.0,27103.0,34869.142857142855,6182.609142548464
2012-11-15,29713,0,0,1,1,3,11,46,0.43388373911755823,-0.900968867902419,27835.0,30757.0,26169.0,34605.142857142855,6473.576431117799
2012-11-16,31616,0,0,0,0,4,11,46,-0.433883739117558,-0.9009688679024191,29713.0,35722.0,29711.0,34456.0,6588.023274599652
2012-11-17,40441,0,0,0,0,5,11,46,-0.9749279121818235,-0.2225209339563146,31616.0,42884.0,36689.0,33869.42857142857,6639.109951821932
2012-11-18,37576,0,0,0,0,6,11,46,-0.7818314824680299,0.6234898018587334,40441.0,43517.0,36987.0,33520.42857142857,6131.029436593909
2012-11-19,29330,0,0,0,0,0,11,47,0.0,1.0,37576.0,33213.0,26712.0,32671.714285714286,4778.617991089264
2012-11-20,30274,0,0,0,0,1,11,47,0.7818314824680297,0.6234898018587336,29330.0,28308.0,25419.0,32117.0,4928.34062675597
2012-11-21,35208,0,0,0,0,2,11,47,0.9749279121818236,-0.22252093395631434,30274.0,27835.0,24390.0,32397.85714285714,4727.001354931465
2012-11-22,21909,1,0,0,0,3,11,47,0.43388373911755823,-0.900968867902419,35208.0,29713.0,24312.0,33451.142857142855,4347.003045339461
2012-11-23,23423,0,0,0,0,4,11,47,-0.433883739117558,-0.9009688679024191,21909.0,31616.0,31863.0,32336.285714285714,6109.086366887877
2012-11-24,30016,0,0,0,0,5,11,47,-0.9749279121818235,-0.2225209339563146,23423.0,40441.0,38547.0,31165.85714285714,6991.234355213956
2012-11-25,32732,0,0,0,0,6,11,47,-0.7818314824680299,0.6234898018587334,30016.0,37576.0,37184.0,29676.571428571428,5672.040193121083
2012-11-26,26476,0,0,0,0,0,11,48,0.0,1.0,32732.0,29330.0,27581.0,28984.571428571428,4771.702416578496
2012-11-27,24489,0,0,0,0,1,11,48,0.7818314824680297,0.6234898018587336,26476.0,30274.0,28080.0,28576.85714285714,4858.409493808022
2012-11-28,23545,0,0,0,0,2,11,48,0.9749279121818236,-0.22252093395631434,24489.0,35208.0,24975.0,27750.428571428572,5011.224895410409
2012-11-29,23868,0,0,0,0,3,11,48,0.43388373911755823,-0.900968867902419,23545.0,21909.0,31051.0,26084.285714285714,3943.608403238761
2012-11-30,30389,0,0,0,0,4,11,48,-0.433883739117558,-0.9009688679024191,23868.0,23423.0,35514.0,26364.14285714286,3657.0241740415036
2012-12-01,42496,0,1,1,0,5,12,48,-0.9749279121818235,-0.2225209339563146,30389.0,30016.0,45079.0,27359.285714285714,3671.056692302007
2012-12-02,40940,0,1,0,1,6,12,48,-0.7818314824680299,0.6234898018587334,42496.0,32732.0,42545.0,29142.14285714286,6839.491633851445
2012-12-03,35337,0,1,1,1,0,12,49,0.0,1.0,40940.0,26476.0,33057.0,30314.714285714286,8137.872033774881
2012-12-04,28819,0,1,0,0,1,12,49,0.7818314824680297,0.6234898018587336,35337.0,24489.0,30514.0,31580.571428571428,8130.402139647276
2012-12-05,31184,0,1,1,1,2,12,49,0.9749279121818236,-0.22252093395631434,28819.0,23545.0,29683.0,32199.14285714286,7651.558782988201
2012-12-06,31124,0,1,1,1,3,12,49,0.43388373911755823,-0.900968867902419,31184.0,23868.0,30757.0,33290.42857142857,6696.741816165606
2012-12-07,33594,0,1,1,0,4,12,49,-0.433883739117558,-0.9009688679024191,31124.0,30389.0,35722.0,34327.0,5438.5659261733135
2012-12-08,41573,0,1,0,1,5,12,49,-0.9749279121818235,-0.2225209339563146,33594.0,42496.0,42884.0,34784.857142857145,5180.5728263893625
2012-12-09,42526,0,1,1,1,6,12,49,-0.7818314824680299,0.6234898018587334,41573.0,40940.0,43517.0,34653.0,4958.586223242809
2012-12-10,31089,0,1,0,0,0,12,50,0.0,1.0,42526.0,35337.0,33213.0,34879.57142857143,5317.014853503891
2012-12-11,30298,0,0,1,1,1,12,50,0.7818314824680297,0.6234898018587336,31089.0,28819.0,28308.0,34272.71428571428,5495.530660281616
2012-12-12,30016,0,0,1,1,2,12,50,0.9749279121818236,-0.22252093395631434,30298.0,31184.0,27835.0,34484.0,5274.9092567234475
2012-12-13,28671,0,0,1,0,3,12,50,0.43388373911755823,-0.900968867902419,30016.0,31124.0,29713.0,34317.142857142855,5413.349869491521
2012-12-14,32902,0,0,0,1,4,12,50,-0.433883739117558,-0.9009688679024191,28671.0,33594.0,31616.0,33966.71428571428,5724.935333384005
2012-12-15,42390,0,0,1,1,5,12,50,-0.9749279121818235,-0.2225209339563146,32902.0,41573.0,40441.0,33867.857142857145,5738.402780930469
2012-12-16,40053,1,0,0,0,6,12,50,-0.7818314824680299,0.6234898018587334,42390.0,42526.0,37576.0,33984.57142857143,5926.46515941116
2012-12-17,31025,0,0,0,0,0,12,51,0.0,1.0,40053.0,31089.0,29330.0,33631.28571428572,5381.048278117252
2012-12-18,30254,0,0,0,0,1,12,51,0.7818314824680297,0.6234898018587336,31025.0,30298.0,30274.0,33622.142857142855,5386.139725523022
2012-12-19,31782,0,0,0,0,2,12,51,0.9749279121818236,-0.22252093395631434,30254.0,30016.0,35208.0,33615.857142857145,5390.689363107828
2012-12-20,30872,0,0,0,0,3,12,51,0.43388373911755823,-0.900968867902419,31782.0,28671.0,21909.0,33868.142857142855,5233.158938556189
2012-12-21,32848,0,0,0,0,4,12,51,-0.433883739117558,-0.9009688679024191,30872.0,32902.0,23423.0,34182.57142857143,4925.955672325355
2012-12-22,40015,0,0,0,0,5,12,51,-0.9749279121818235,-0.2225209339563146,32848.0,42390.0,30016.0,34174.857142857145,4928.337056539174
2012-12-23,38987,0,0,0,0,6,12,51,-0.7818314824680299,0.6234898018587334,40015.0,40053.0,32732.0,33835.57142857143,4311.688178936532
2012-12-24,32623,0,0,0,0,0,12,52,0.0,1.0,38987.0,31025.0,26476.0,33683.28571428572,4067.3986655800013
2012-12-25,11,1,0,0,0,1,12,52,0.7818314824680297,0.6234898018587336,32623.0,30254.0,24489.0,33911.57142857143,3936.057962697494
2012-12-26,29701,0,0,0,0,2,12,52,0.9749279121818236,-0.22252093395631434,11.0,31782.0,23545.0,29591.14285714286,13528.756452196832
2012-12-27,29086,0,0,0,0,3,12,52,0.43388373911755823,-0.900968867902419,29701.0,30872.0,23868.0,29293.85714285714,13495.413226087501
2012-12-28,32347,0,0,0,0,4,12,52,-0.433883739117558,-0.9009688679024191,29086.0,32848.0,30389.0,29038.714285714286,13477.475365887174
2012-12-29,37154,0,0,0,0,5,12,52,-0.9749279121818235,-0.2225209339563146,32347.0,40015.0,42496.0,28967.14285714286,13455.18668802199
2012-12-30,35699,0,0,0,0,6,12,52,-0.7818314824680299,0.6234898018587334,37154.0,38987.0,40940.0,28558.428571428572,13102.496223457372
2012-12-31,35036,0,0,0,0,0,12,1,0.0,1.0,35699.0,32623.0,35337.0,28088.714285714286,12719.674271435922
2013-01-01,24087,1,1,1,0,1,1,1,0.7818314824680297,0.6234898018587336,35036.0,11.0,28819.0,28433.428571428572,12894.533193788548
2013-01-02,32184,0,1,0,1,2,1,1,0.9749279121818236,-0.22252093395631434,24087.0,29701.0,31184.0,31872.85714285714,4580.087896848417
2013-01-03,36241,0,1,1,1,3,1,1,0.43388373911755823,-0.900968867902419,32184.0,29086.0,31124.0,32227.571428571428,4478.882332946597
2013-01-04,33742,0,1,0,0,4,1,1,-0.433883739117558,-0.9009688679024191,36241.0,32347.0,33594.0,33249.71428571428,4458.83070300896
2013-01-05,43287,0,1,1,1,5,1,1,-0.9749279121818235,-0.2225209339563146,33742.0,37154.0,41573.0,33449.0,4442.905880914741
2013-01-06,43994,0,1,1,1,6,1,1,-0.7818314824680299,0.6234898018587334,43287.0,35699.0,42526.0,34325.142857142855,5717.2591168779345
2013-01-07,33517,1,1,1,0,0,1,2,0.0,1.0,43994.0,35036.0,31089.0,35510.142857142855,6805.53758416804
2013-01-08,31220,0,1,0,1,1,1,2,0.7818314824680297,0.6234898018587336,33517.0,24087.0,30298.0,35293.142857142855,6847.2650848975545
2013-01-09,29532,0,1,1,1,2,1,2,0.9749279121818236,-0.22252093395631434,31220.0,32184.0,30016.0,36312.142857142855,5244.911229899291
2013-01-10,29793,0,1,0,0,3,1,2,0.43388373911755823,-0.900968867902419,29532.0,36241.0,28671.0,35933.28571428572,5671.2521754983845
2013-01-11,34476,0,0,1,1,4,1,2,-0.433883739117558,-0.9009688679024191,29793.0,33742.0,32902.0,35012.142857142855,6118.925543714664
2013-01-12,45878,0,0,1,1,5,1,2,-0.9749279121818235,-0.2225209339563146,34476.0,43287.0,42390.0,35117.0,6099.7912532588625
2013-01-13,40207,0,0,1,0,6,1,2,-0.7818314824680299,0.6234898018587334,45878.0,43994.0,40053.0,35487.142857142855,6724.778817392964
2013-01-14,30614,0,0,0,1,0,1,3,0.0,1.0,40207.0,33517.0,31025.0,34946.142857142855,6044.247497374989
2013-01-15,30901,0,0,1,1,1,1,3,0.7818314824680297,0.6234898018587336,30614.0,31220.0,30254.0,34531.42857142857,6254.580504375519
2013-01-16,28802,0,0,0,0,2,1,3,0.9749279121818236,-0.22252093395631434,30901.0,29532.0,31782.0,34485.857142857145,6283.822865861501
2013-01-17,28370,0,0,0,0,3,1,3,0.43388373911755823,-0.900968867902419,28802.0,29793.0,30872.0,34381.57142857143,6384.982141899928
2013-01-18,32812,0,0,0,0,4,1,3,-0.433883739117558,-0.9009688679024191,28370.0,34476.0,32848.0,34178.28571428572,6575.240292549159
2013-01-19,42267,0,0,0,0,5,1,3,-0.9749279121818235,-0.2225209339563146,32812.0,45878.0,40015.0,33940.57142857143,6592.739133752703
2013-01-20,37041,0,0,0,0,6,1,3,-0.7818314824680299,0.6234898018587334,42267.0,40207.0,38987.0,33424.71428571428,5564.016945645354
2013-01-21,30887,1,0,0,0,0,1,4,0.0,1.0,37041.0,30614.0,32623.0,32972.42857142857,5023.211020092732
2013-01-22,25556,0,0,0,0,1,1,4,0.7818314824680297,0.6234898018587336,30887.0,30901.0,11.0,33011.42857142857,5002.867073227217
2013-01-23,25594,0,0,0,0,2,1,4,0.9749279121818236,-0.22252093395631434,25556.0,28802.0,29701.0,32247.85714285714,5733.240660934322
2013-01-24,24967,0,0,0,0,3,1,4,0.43388373911755823,-0.900968867902419,25594.0,28370.0,29086.0,31789.571428571428,6166.4413523831645
2013-01-25,29852,0,0,0,0,4,1,4,-0.433883739117558,-0.9009688679024191,24967.0,32812.0,32347.0,31303.428571428572,6599.869464798613
2013-01-26,40693,0,0,0,0,5,1,4,-0.9749279121818235,-0.2225209339563146,29852.0,42267.0,37154.0,30880.571428571428,6581.905267654735
2013-01-27,38427,0,0,0,0,6,1,4,-0.7818314824680299,0.6234898018587334,40693.0,37041.0,35699.0,30655.714285714286,6140.140272943997
2013-01-28,27796,0,0,0,0,0,1,5,0.0,1.0,38427.0,30887.0,35036.0,30853.714285714286,6397.3238601331395
2013-01-29,25549,0,0,0,0,1,1,5,0.7818314824680297,0.6234898018587336,27796.0,25556.0,24087.0,30412.14285714286,6500.488787482885
2013-01-30,23523,0,0,0,0,2,1,5,0.9749279121818236,-0.22252093395631434,25549.0,25594.0,32184.0,30411.14285714286,6501.360817259007
2013-01-31,26751,0,0,0,0,3,1,5,0.43388373911755823,-0.900968867902419,23523.0,24967.0,36241.0,30115.285714285714,6797.488279119144
2013-02-01,39076,0,1,1,0,4,2,5,-0.433883739117558,-0.9009688679024191,26751.0,29852.0,33742.0,30370.14285714286,6602.953743807188
2013-02-02,51032,0,1,0,1,5,2,5,-0.9749279121818235,-0.2225209339563146,39076.0,40693.0,43287.0,31687.85714285714,7359.380282527689
2013-02-03,41558,1,1,1,1,6,2,5,-0.7818314824680299,0.6234898018587334,51032.0,38427.0,43994.0,33164.857142857145,10023.268186717209
2013-02-04,28992,0,1,0,0,0,2,6,0.0,1.0,41558.0,27796.0,33517.0,33612.142857142855,10361.384068237405
2013-02-05,31633,0,1,1,1,1,2,6,0.7818314824680297,0.6234898018587336,28992.0,25549.0,31220.0,33783.0,10258.846068962472
2013-02-06,31937,0,1,1,1,2,2,6,0.9749279121818236,-0.22252093395631434,31633.0,23523.0,29532.0,34652.142857142855,9686.755690607866
2013-02-07,29699,0,1,1,0,3,2,6,0.43388373911755823,-0.900968867902419,31937.0,26751.0,29793.0,35854.142857142855,8528.38365750063
2013-02-08,35546,0,1,0,1,4,2,6,-0.433883739117558,-0.9009688679024191,29699.0,39076.0,34476.0,36275.28571428572,8064.087171203067
2013-02-09,45852,0,1,1,1,5,2,6,-0.9749279121818235,-0.2225209339563146,35546.0,51032.0,45878.0,35771.0,7969.574852734199
2013-02-10,43910,0,1,0,0,6,2,6,-0.7818314824680299,0.6234898018587334,45852.0,41558.0,40207.0,35031.0,6402.86368223886
2013-02-11,36617,0,0,1,1,0,2,7,0.0,1.0,43910.0,28992.0,30614.0,35367.0,6848.657045971374
2013-02-12,36141,0,0,1,1,1,2,7,0.7818314824680297,0.6234898018587336,36617.0,31633.0,30901.0,36456.28571428572,6245.540961739172
2013-02-13,38551,1,0,1,0,2,2,7,0.9749279121818236,-0.22252093395631434,36141.0,31937.0,28802.0,37100.28571428572,5887.456431948789
2013-02-14,30209,1,0,0,1,3,2,7,0.43388373911755823,-0.900968867902419,38551.0,29699.0,28370.0,38045.142857142855,5433.97685642756
2013-02-15,38260,0,0,1,1,4,2,7,-0.433883739117558,-0.9009688679024191,30209.0,35546.0,32812.0,38118.0,5305.319720180227
2013-02-16,45157,0,0,0,0,5,2,7,-0.9749279121818235,-0.2225209339563146,38260.0,45852.0,42267.0,38505.71428571428,5183.808564954446
2013-02-17,44653,0,0,0,0,6,2,7,-0.7818314824680299,0.6234898018587334,45157.0,43910.0,37041.0,38406.42857142857,5023.841685972412
2013-02-18,34638,1,0,0,0,0,2,8,0.0,1.0,44653.0,36617.0,30887.0,38512.57142857143,5165.355807594232
2013-02-19,28248,0,0,0,0,1,2,8,0.7818314824680297,0.6234898018587336,34638.0,36141.0,25556.0,38229.857142857145,5337.680908052704
2013-02-20,30201,1,0,0,0,2,2,8,0.9749279121818236,-0.22252093395631434,28248.0,38551.0,25594.0,37102.28571428572,6548.781711491217
2013-02-21,31408,0,0,0,0,3,2,8,0.43388373911755823,-0.900968867902419,30201.0,30209.0,24967.0,35909.42857142857,6986.747761706751
2013-02-22,32563,0,0,0,0,4,2,8,-0.433883739117558,-0.9009688679024191,31408.0,38260.0,29852.0,36080.71428571428,6836.79344220875
2013-02-23,43031,0,0,0,0,5,2,8,-0.9749279121818235,-0.2225209339563146,32563.0,45157.0,40693.0,35266.857142857145,6873.123390632325
2013-02-24,44142,1,0,0,0,6,2,8,-0.7818314824680299,0.6234898018587334,43031.0,44653.0,38427.0,34963.142857142855,6393.489434014668
2013-02-25,32020,0,0,0,0,0,2,9,0.0,1.0,44142.0,34638.0,27796.0,34890.142857142855,6266.059724914098
