date,sales,dayofweek,month,lag_1,lag_7,lag_28,rolling_mean_7,rolling_std_7
2012-01-02,33053,0,1,21807.0,28032.0,29220.0,27317.85714285714,4718.656391692132
2012-01-03,28751,1,1,33053.0,24651.0,27267.0,28035.14285714286,5202.157899326364
2012-01-04,25821,2,1,28751.0,24791.0,25453.0,28620.85714285714,4983.861970686692
2012-01-05,28499,3,1,25821.0,24541.0,26347.0,28768.0,4865.749651047263
2012-01-06,30405,4,1,28499.0,33652.0,29438.0,29333.428571428572,4509.6190473676215
2012-01-07,37143,5,1,30405.0,33751.0,34786.0,28869.571428571428,4143.509899314129
2012-01-08,36722,6,1,37143.0,21807.0,35743.0,29354.14285714286,4932.708094227454
2012-01-09,28206,0,1,36722.0,33053.0,29151.0,31484.85714285714,4311.535010046547
2012-01-10,26640,1,1,28206.0,28751.0,26913.0,30792.428571428572,4405.898238238623
2012-01-11,29044,2,1,26640.0,25821.0,26794.0,30490.85714285714,4635.195983938946
2012-01-12,24715,3,1,29044.0,28499.0,29644.0,30951.285714285714,4236.982405528943
2012-01-13,29463,4,1,24715.0,30405.0,28885.0,30410.714285714286,4805.277505489337
2012-01-14,36815,5,1,29463.0,37143.0,34159.0,30276.14285714286,4818.635955972437
2012-01-15,36459,6,1,36815.0,36722.0,32087.0,30229.285714285714,4741.7133230611025
2012-01-16,30548,0,1,36459.0,28206.0,27068.0,30191.714285714286,4682.363922717011
2012-01-17,22187,1,1,30548.0,26640.0,26262.0,30526.285714285714,4599.77360726538
2012-01-18,25348,2,1,22187.0,29044.0,26662.0,29890.14285714286,5455.199795564205
2012-01-19,24034,3,1,25348.0,24715.0,28182.0,29362.14285714286,5723.035978353076
2012-01-20,27204,4,1,24034.0,29463.0,34646.0,29264.85714285714,5820.162696138635
2012-01-21,38578,5,1,27204.0,36815.0,29958.0,28942.14285714286,5869.761818806938
2012-01-22,32587,6,1,38578.0,36459.0,13.0,29194.0,6286.870737232205
2012-01-23,24702,0,1,32587.0,30548.0,28032.0,28640.85714285714,5682.413173660501
2012-01-24,23549,1,1,24702.0,22187.0,24651.0,27805.714285714286,5784.088424701152
2012-01-25,22408,2,1,23549.0,25348.0,24791.0,28000.285714285714,5582.991035704952
2012-01-26,23237,3,1,22408.0,24034.0,24541.0,27580.285714285714,5916.403375764861
2012-01-27,27199,4,1,23237.0,27204.0,33652.0,27466.428571428572,6003.057800186576
2012-01-28,34362,5,1,27199.0,38578.0,33751.0,27465.714285714286,6003.094527388507
2012-01-29,33577,6,1,34362.0,32587.0,21807.0,26863.428571428572,4791.650545728568
2012-01-30,25188,0,1,33577.0,24702.0,33053.0,27004.85714285714,4998.870653410003
2012-01-31,25124,1,1,25188.0,23549.0,28751.0,27074.285714285714,4964.814924858245
2012-02-01,29851,2,2,25124.0,22408.0,25821.0,27299.285714285714,4811.755109946388
2012-02-02,28615,3,2,29851.0,23237.0,28499.0,28362.571428571428,4351.062278614372
2012-02-03,35104,4,2,28615.0,27199.0,30405.0,29130.85714285714,3724.935231140324
2012-02-04,43029,5,2,35104.0,34362.0,37143.0,30260.14285714286,4208.5273524346285
2012-02-05,40075,6,2,43029.0,33577.0,36722.0,31498.285714285714,6347.67295193773
2012-02-06,30681,0,2,40075.0,25188.0,28206.0,32426.571428571428,7129.337109370518
2012-02-07,28108,1,2,30681.0,25124.0,26640.0,33211.28571428572,6471.789466968304
2012-02-08,28579,2,2,28108.0,29851.0,29044.0,33637.57142857143,5925.533052171841
2012-02-09,29927,3,2,28579.0,28615.0,24715.0,33455.857142857145,6078.535087463409
2012-02-10,29863,4,2,29927.0,35104.0,29463.0,33643.28571428572,5922.619935869758
2012-02-11,41757,5,2,29863.0,43029.0,36815.0,32894.57142857143,6037.347978959602
2012-02-12,41904,6,2,41757.0,40075.0,36459.0,32712.85714285714,5690.668983185583
2012-02-13,31675,0,2,41904.0,30681.0,30548.0,32974.142857142855,6111.46939310483
2012-02-14,25100,1,2,31675.0,28108.0,22187.0,33116.142857142855,6060.644476966988
2012-02-15,26878,2,2,25100.0,28579.0,25348.0,32686.428571428572,6560.906183781392
2012-02-16,25195,3,2,26878.0,29927.0,24034.0,32443.428571428572,6766.664241144295
2012-02-17,27604,4,2,25195.0,29863.0,27204.0,31767.428571428572,7277.075210484467
2012-02-18,36622,5,2,27604.0,41757.0,38578.0,31444.714285714286,7424.208368894411
2012-02-19,36338,6,2,36622.0,41904.0,32587.0,30711.14285714286,6421.4144451351485
2012-02-20,30218,0,2,36338.0,31675.0,24702.0,29916.0,4989.373474361937
2012-02-21,25190,1,2,30218.0,25100.0,23549.0,29707.85714285714,4933.844762744058
2012-02-22,24115,2,2,25190.0,26878.0,22408.0,29720.714285714286,4919.933492581826
2012-02-23,25211,3,2,24115.0,25195.0,23237.0,29326.0,5283.415656561559
2012-02-24,27870,4,2,25211.0,27604.0,27199.0,29328.285714285714,5281.333692489841
2012-02-25,35769,5,2,27870.0,36622.0,34362.0,29366.285714285714,5267.799056984019
2012-02-26,36281,6,2,35769.0,36338.0,33577.0,29244.428571428572,5078.4455908326345
2012-02-27,27270,0,2,36281.0,30218.0,25188.0,29236.285714285714,5065.204428723654
2012-02-28,24359,1,2,27270.0,25190.0,25124.0,28815.14285714286,5092.457868540194
2012-02-29,24802,2,2,24359.0,24115.0,29851.0,28696.428571428572,5199.609916687412
2012-03-01,30232,3,3,24802.0,25211.0,28615.0,28794.571428571428,5104.333481044717
2012-03-02,32543,4,3,30232.0,27870.0,35104.0,29511.85714285714,4863.94981568721
2012-03-03,41319,5,3,32543.0,35769.0,43029.0,30179.428571428572,4921.392379437025
2012-03-04,40325,6,3,41319.0,36281.0,40075.0,30972.285714285714,6241.888114833135
2012-03-05,32703,0,3,40325.0,27270.0,30681.0,31550.0,6960.861345168902
2012-03-06,31532,1,3,32703.0,24359.0,28108.0,32326.14285714286,6702.1858232612285
2012-03-07,28608,2,3,31532.0,24802.0,28579.0,33350.857142857145,5763.690814879286
2012-03-08,29759,3,3,28608.0,30232.0,29927.0,33894.57142857143,4944.0730461547955
2012-03-09,32322,4,3,29759.0,32543.0,29863.0,33827.0,5005.32566373059
2012-03-10,39559,5,3,32322.0,41319.0,41757.0,33795.42857142857,5015.461123936098
2012-03-11,40612,6,3,39559.0,40325.0,41904.0,33544.0,4602.557549884635
2012-03-12,32501,0,3,40612.0,32703.0,31675.0,33585.0,4673.7585160838935
2012-03-13,29100,1,3,32501.0,31532.0,25100.0,33556.142857142855,4680.730264555293
2012-03-14,27841,2,3,29100.0,28608.0,26878.0,33208.71428571428,4939.1383092696715
2012-03-15,30752,3,3,27841.0,29759.0,25195.0,33099.142857142855,5065.11380025403
2012-03-16,30951,4,3,30752.0,32322.0,27604.0,33241.0,4968.969175459503
2012-03-17,37904,5,3,30951.0,39559.0,36622.0,33045.142857142855,5037.773100242192
2012-03-18,37694,6,3,37904.0,40612.0,36338.0,32808.71428571428,4709.24295806611
2012-03-19,29187,0,3,37694.0,32501.0,30218.0,32391.85714285714,3975.344321714845
2012-03-20,25533,1,3,29187.0,29100.0,25190.0,31918.428571428572,4153.5211911960005
2012-03-21,26227,2,3,25533.0,27841.0,24115.0,31408.85714285714,4735.028103702984
2012-03-22,26015,3,3,26227.0,30752.0,25211.0,31178.285714285714,4971.1307135729685
2012-03-23,29055,4,3,26015.0,30951.0,27870.0,30501.571428571428,5347.040423048451
2012-03-24,37089,5,3,29055.0,37904.0,35769.0,30230.714285714286,5368.45858430783
2012-03-25,37843,6,3,37089.0,37694.0,36281.0,30114.285714285714,5179.8321309441835
2012-03-26,27182,0,3,37843.0,29187.0,27270.0,30135.571428571428,5216.348494785167
2012-03-27,24649,1,3,27182.0,25533.0,24359.0,29849.14285714286,5330.904502007482
2012-03-28,24783,2,3,24649.0,26227.0,24802.0,29722.85714285714,5459.121065659163
2012-03-29,23879,3,3,24783.0,26015.0,30232.0,29516.571428571428,5637.601613486072
2012-03-30,30732,4,3,23879.0,29055.0,32543.0,29211.428571428572,5909.945511794566
2012-03-31,38463,5,3,30732.0,37089.0,41319.0,29451.0,5936.478220853376
2012-04-01,39783,6,4,38463.0,37843.0,40325.0,29647.285714285714,6245.772509313404
2012-04-02,31359,0,4,39783.0,27182.0,32703.0,29924.428571428572,6696.8071958992105
2012-04-03,33033,1,4,31359.0,24649.0,31532.0,30521.14285714286,6597.069612804638
2012-04-04,28318,2,4,33033.0,24783.0,28608.0,31718.85714285714,6095.267192080843
2012-04-05,31368,3,4,28318.0,23879.0,29759.0,32223.85714285714,5546.594042851023
2012-04-06,37545,4,4,31368.0,30732.0,32322.0,33293.71428571428,4236.191753382823
2012-04-07,45638,5,4,37545.0,38463.0,39559.0,34267.0,4331.127220482001
2012-04-08,36210,6,4,45638.0,39783.0,40612.0,35292.0,6012.35988055718
2012-04-09,31993,0,4,36210.0,31359.0,32501.0,34781.57142857143,5711.694286203332
2012-04-10,28800,1,4,31993.0,33033.0,29100.0,34872.142857142855,5653.102730022749
2012-04-11,29575,2,4,28800.0,28318.0,27841.0,34267.42857142857,6091.9911867178325
2012-04-12,28568,3,4,29575.0,31368.0,30752.0,34447.0,5902.988000439564
2012-04-13,31938,4,4,28568.0,37545.0,30951.0,34047.0,6232.09440450534
2012-04-14,38546,5,4,31938.0,45638.0,37904.0,33246.0,6065.6776757973785
2012-04-15,38707,6,4,38546.0,36210.0,37694.0,32232.85714285714,3831.835958065497
2012-04-16,27672,0,4,38707.0,31993.0,29187.0,32589.571428571428,4345.571418396078
2012-04-17,26067,1,4,27672.0,28800.0,25533.0,31972.285714285714,4733.977633882012
2012-04-18,24699,2,4,26067.0,29575.0,26227.0,31581.85714285714,5134.933087151541
2012-04-19,24824,3,4,24699.0,28568.0,26015.0,30885.285714285714,5746.810585425771
2012-04-20,28143,4,4,24824.0,31938.0,29055.0,30350.428571428572,6157.946867182873
2012-04-21,36708,5,4,28143.0,38546.0,37089.0,29808.285714285714,6161.936700807757
2012-04-22,36764,6,4,36708.0,38707.0,37843.0,29545.714285714286,5753.152518816233
2012-04-23,26670,0,4,36764.0,27672.0,27182.0,29268.14285714286,5263.51838692746
2012-04-24,24848,1,4,26670.0,26067.0,24649.0,29125.0,5327.397738733826
2012-04-25,24448,2,4,24848.0,24699.0,24783.0,28950.85714285714,5462.235269819193
2012-04-26,24530,3,4,24448.0,24824.0,23879.0,28915.0,5495.521176376233
2012-04-27,28977,4,4,24530.0,28143.0,30732.0,28873.0,5532.993674314078
2012-04-28,35647,5,4,28977.0,36708.0,38463.0,28992.14285714286,5523.625995924847
2012-04-29,36124,6,4,35647.0,36764.0,39783.0,28840.571428571428,5286.059019002772
2012-04-30,27356,0,4,36124.0,26670.0,31359.0,28749.14285714286,5129.386202024898
2012-05-01,30290,1,5,27356.0,24848.0,33033.0,28847.14285714286,5089.440061819841
2012-05-02,29239,2,5,30290.0,24448.0,28318.0,29624.571428571428,4783.170631047355
2012-05-03,32959,3,5,29239.0,24530.0,31368.0,30309.0,4229.755784912377
2012-05-04,32932,4,5,32959.0,28977.0,37545.0,31513.14285714286,3435.620828349703
2012-05-05,39201,5,5,32932.0,35647.0,45638.0,32078.14285714286,3270.2574530950433
2012-05-06,41529,6,5,39201.0,36124.0,36210.0,32585.85714285714,4089.8540898411507
2012-05-07,33477,0,5,41529.0,27356.0,31993.0,33358.0,5222.53699524155
2012-05-08,30433,1,5,33477.0,30290.0,28800.0,34232.42857142857,4514.553054922971
2012-05-09,30204,2,5,30433.0,29239.0,29575.0,34252.857142857145,4494.016927299806
2012-05-10,28164,3,5,30204.0,32959.0,28568.0,34390.71428571428,4326.248903083204
2012-05-11,32814,4,5,28164.0,32932.0,31938.0,33705.71428571428,4928.423808693326
2012-05-12,40872,5,5,32814.0,39201.0,38546.0,33688.857142857145,4931.711989041648
2012-05-13,33769,6,5,40872.0,41529.0,38707.0,33927.57142857143,5271.71113450977
2012-05-14,31583,0,5,33769.0,33477.0,27672.0,32819.0,4090.365590832508
2012-05-15,31758,1,5,31583.0,30433.0,26067.0,32548.428571428572,4102.211064663483
2012-05-16,28677,2,5,31758.0,30204.0,24699.0,32737.714285714286,4018.0374444200747
2012-05-17,27323,3,5,28677.0,28164.0,24824.0,32519.571428571428,4215.138149461712
2012-05-18,32311,4,5,27323.0,32814.0,28143.0,32399.428571428572,4369.146554997611
2012-05-19,37929,5,5,32311.0,40872.0,36708.0,32327.571428571428,4365.3265573586605
2012-05-20,39514,6,5,37929.0,33769.0,36764.0,31907.14285714286,3451.2769824405045
2012-05-21,28805,0,5,39514.0,31583.0,26670.0,32727.85714285714,4493.525654708528
2012-05-22,27502,1,5,28805.0,31758.0,24848.0,32331.0,4728.041842736433
2012-05-23,26623,2,5,27502.0,28677.0,24448.0,31723.0,5074.930902649461
2012-05-24,27963,3,5,26623.0,27323.0,24530.0,31429.571428571428,5333.2092232583
2012-05-25,32797,4,5,27963.0,32311.0,28977.0,31521.0,5256.002885590258
2012-05-26,37239,5,5,32797.0,37929.0,35647.0,31590.428571428572,5271.364967354036
2012-05-27,33853,6,5,37239.0,39514.0,36124.0,31491.85714285714,5137.8430762519665
2012-05-28,33407,0,5,33853.0,28805.0,27356.0,30683.14285714286,3979.67077484937
2012-05-29,28620,1,5,33407.0,27502.0,30290.0,31340.571428571428,3997.773707833823
2012-05-30,27150,2,5,28620.0,26623.0,29239.0,31500.285714285714,3838.000465272036
2012-05-31,28809,3,5,27150.0,27963.0,32959.0,31575.571428571428,3730.033058707043
2012-06-01,39529,4,6,28809.0,32797.0,32932.0,31696.428571428572,3605.0862152031027
2012-06-02,44943,5,6,39529.0,37239.0,39201.0,32658.14285714286,4684.0782952668915
2012-06-03,43910,6,6,44943.0,33853.0,41529.0,33758.71428571428,6494.846642128045
2012-06-04,33294,0,6,43910.0,33407.0,33477.0,35195.42857142857,7546.399513612291
2012-06-05,34006,1,6,33294.0,28620.0,30433.0,35179.28571428572,7550.982313895465
2012-06-06,33587,2,6,34006.0,27150.0,30204.0,35948.71428571428,7027.472654145457
2012-06-07,32535,3,6,33587.0,28809.0,28164.0,36868.28571428572,6035.357921291465
2012-06-08,36901,4,6,32535.0,39529.0,32814.0,37400.57142857143,5329.09081855258
2012-06-09,43309,5,6,36901.0,44943.0,40872.0,37025.142857142855,5246.077754811133
2012-06-10,44944,6,6,43309.0,43910.0,33769.0,36791.71428571428,4856.970376489402
2012-06-11,39636,0,6,44944.0,33294.0,31583.0,36939.42857142857,5118.235400902152
2012-06-12,35074,1,6,39636.0,34006.0,31758.0,37845.42857142857,4922.981781303696
2012-06-13,32930,2,6,35074.0,33587.0,28677.0,37998.0,4799.151938971493
2012-06-14,33782,3,6,32930.0,32535.0,27323.0,37904.142857142855,4905.051730225786
2012-06-15,41798,4,6,33782.0,36901.0,32311.0,38082.28571428572,4695.732414092868
2012-06-16,44438,5,6,41798.0,43309.0,37929.0,38781.857142857145,4852.571704040832
2012-06-17,39039,6,6,44438.0,44944.0,39514.0,38943.142857142855,5043.139743869001
2012-06-18,34100,0,6,39039.0,39636.0,28805.0,38099.57142857143,4313.103362898708
2012-06-19,31967,1,6,34100.0,35074.0,27502.0,37308.71428571428,4488.409841442997
2012-06-20,31468,2,6,31967.0,32930.0,26623.0,36864.857142857145,4882.55119203655
2012-06-21,30764,3,6,31468.0,33782.0,27963.0,36656.0,5105.11922812129
2012-06-22,36477,4,6,30764.0,41798.0,32797.0,36224.857142857145,5500.425026867543
2012-06-23,40010,5,6,36477.0,44438.0,37239.0,35464.71428571428,4941.102903680732
2012-06-24,40509,6,6,40010.0,39039.0,33853.0,34832.142857142855,3737.774000149109
2012-06-25,31847,0,6,40509.0,34100.0,33407.0,35042.142857142855,4042.4020676066716
2012-06-26,29371,1,6,31847.0,31967.0,28620.0,34720.28571428572,4215.887558363254
2012-06-27,28885,2,6,29371.0,31468.0,27150.0,34349.42857142857,4595.537286583703
2012-06-28,29585,3,6,28885.0,30764.0,28809.0,33980.42857142857,4955.098379687437
2012-06-29,36377,4,6,29585.0,36477.0,39529.0,33812.0,5100.552290357071
2012-06-30,40594,5,6,36377.0,40010.0,44943.0,33797.71428571428,5091.976915183531
2012-07-01,40699,6,7,40594.0,40509.0,43910.0,33881.142857142855,5214.046043415538
2012-07-02,35863,0,7,40699.0,31847.0,33294.0,33908.28571428572,5254.635817202622
2012-07-03,39542,1,7,35863.0,29371.0,34006.0,34482.0,5211.1284446525415
2012-07-04,32656,2,7,39542.0,28885.0,33587.0,35935.0,4960.4766908030415
2012-07-05,34408,3,7,32656.0,29585.0,32535.0,36473.71428571428,4216.155899801253
2012-07-06,39991,4,7,34408.0,36377.0,36901.0,37162.71428571428,3166.1113748722832
2012-07-07,41431,5,7,39991.0,40594.0,43309.0,37679.0,3308.110336733114
2012-07-08,42672,6,7,41431.0,40699.0,44944.0,37798.57142857143,3443.3937163378187
2012-07-09,35770,0,7,42672.0,35863.0,39636.0,38080.42857142857,3784.2541694563984
2012-07-10,32587,1,7,35770.0,39542.0,35074.0,38067.142857142855,3793.48856281273
2012-07-11,33072,2,7,32587.0,32656.0,32930.0,37073.57142857143,4228.668145612125
2012-07-12,33077,3,7,33072.0,34408.0,33782.0,37133.0,4158.579885810429
2012-07-13,36582,4,7,33077.0,39991.0,41798.0,36942.857142857145,4330.803444649834
2012-07-14,42348,5,7,36582.0,41431.0,44438.0,36455.857142857145,4117.321355305835
2012-07-15,43689,6,7,42348.0,42672.0,39039.0,36586.857142857145,4311.983009728914
2012-07-16,33020,0,7,43689.0,35770.0,34100.0,36732.142857142855,4561.120090086517
2012-07-17,30418,1,7,33020.0,32587.0,31967.0,36339.28571428572,4771.387419269392
2012-07-18,28916,2,7,30418.0,33072.0,31468.0,36029.42857142857,5113.816639169605
2012-07-19,30864,3,7,28916.0,33077.0,30764.0,35435.71428571428,5719.757125213343
2012-07-20,35402,4,7,30864.0,36582.0,36477.0,35119.57142857143,5929.181277296876
2012-07-21,39544,5,7,35402.0,42348.0,40010.0,34951.0,5897.362376520556
2012-07-22,39952,6,7,39544.0,43689.0,40509.0,34550.42857142857,5384.083575909747
2012-07-23,30864,0,7,39952.0,33020.0,31847.0,34016.57142857143,4427.162328819034
2012-07-24,29479,1,7,30864.0,30418.0,29371.0,33708.57142857143,4580.394846776969
2012-07-25,28354,2,7,29479.0,28916.0,28885.0,33574.42857142857,4704.883202841596
2012-07-26,28538,3,7,28354.0,30864.0,29585.0,33494.142857142855,4801.429524234477
2012-07-27,31840,4,7,28538.0,35402.0,36377.0,33161.857142857145,5085.84894350889
2012-07-28,34588,5,7,31840.0,39544.0,40594.0,32653.0,5001.860887043272
2012-07-29,36147,6,7,34588.0,39952.0,40699.0,31945.0,4140.47440921125
2012-07-30,28933,0,7,36147.0,30864.0,35863.0,31401.428571428572,3009.3641552739155
2012-07-31,29531,1,7,28933.0,29479.0,39542.0,31125.571428571428,3151.9640891113377
2012-08-01,33970,2,8,29531.0,28354.0,32656.0,31133.0,3147.494770977893
2012-08-02,35260,3,8,33970.0,28538.0,34408.0,31935.285714285714,3034.810027787871
2012-08-03,39511,4,8,35260.0,31840.0,39991.0,32895.57142857143,2837.7680699887396
2012-08-04,41276,5,8,39511.0,34588.0,41431.0,33991.42857142857,3709.4678350199656
2012-08-05,43009,6,8,41276.0,36147.0,42672.0,34946.857142857145,4634.653652236664
2012-08-06,37024,0,8,43009.0,28933.0,35770.0,35927.142857142855,5563.439746193363
2012-08-07,32394,1,8,37024.0,29531.0,32587.0,37083.0,4630.4102050106785
2012-08-08,32301,2,8,32394.0,33970.0,33072.0,37492.0,3924.86182347019
2012-08-09,35008,3,8,32301.0,35260.0,33077.0,37253.57142857143,4214.484976725864
2012-08-10,36465,4,8,35008.0,39511.0,36582.0,37217.57142857143,4235.3766797119715
2012-08-11,44081,5,8,36465.0,41276.0,42348.0,36782.42857142857,4115.248022381473
2012-08-12,45798,6,8,44081.0,43009.0,43689.0,37183.142857142855,4718.130895053414
2012-08-13,36030,0,8,45798.0,37024.0,33020.0,37581.57142857143,5365.452601509778
2012-08-14,34312,1,8,36030.0,32394.0,30418.0,37439.57142857143,5395.736429723753
2012-08-15,35497,2,8,34312.0,32301.0,28916.0,37713.57142857143,5139.426195505493
2012-08-16,34405,3,8,35497.0,35008.0,30864.0,38170.142857142855,4701.77744505816
2012-08-17,35457,4,8,34405.0,36465.0,35402.0,38084.0,4774.331995159164
2012-08-18,41521,5,8,35457.0,44081.0,39544.0,37940.0,4845.965538466041
2012-08-19,43364,6,8,41521.0,45798.0,39952.0,37574.28571428572,4379.416693057307
2012-08-20,32410,0,8,43364.0,36030.0,30864.0,37226.57142857143,3654.237761701886
2012-08-21,30206,1,8,32410.0,34312.0,29479.0,36709.42857142857,4082.814423782688
2012-08-22,28922,2,8,30206.0,35497.0,28354.0,36122.857142857145,4728.54274340317
2012-08-23,28552,3,8,28922.0,34405.0,28538.0,35183.57142857143,5468.691825813054
2012-08-24,33044,4,8,28552.0,35457.0,31840.0,34347.42857142857,6026.568450263753
2012-08-25,39964,5,8,33044.0,41521.0,34588.0,34002.71428571428,6021.532825737042
2012-08-26,41021,6,8,39964.0,43364.0,36147.0,33780.28571428572,5718.670175086923
2012-08-27,31010,0,8,41021.0,32410.0,28933.0,33445.57142857143,5099.268897176771
2012-08-28,28472,1,8,31010.0,30206.0,29531.0,33245.57142857143,5173.568396414708
2012-08-29,27101,2,8,28472.0,28922.0,33970.0,32997.857142857145,5380.726606093633
2012-08-30,28303,3,8,27101.0,28552.0,35260.0,32737.714285714286,5648.00710322635
2012-08-31,37092,4,8,28303.0,33044.0,39511.0,32702.14285714286,5679.4591124088465
2012-09-01,44630,5,9,37092.0,39964.0,41276.0,33280.42857142857,5921.01643462064
2012-09-02,42819,6,9,44630.0,41021.0,43009.0,33947.0,6968.776028351999
2012-09-03,44525,0,9,42819.0,31010.0,37024.0,34203.857142857145,7298.311618188868
2012-09-04,31879,1,9,44525.0,28472.0,32394.0,36134.57142857143,8060.436068789818
2012-09-05,31854,2,9,31879.0,27101.0,32301.0,36621.28571428572,7610.9617157160565
2012-09-06,32575,3,9,31854.0,28303.0,35008.0,37300.28571428572,6787.54147229286
2012-09-07,34775,4,9,32575.0,37092.0,36465.0,37910.57142857143,5988.799959289113
2012-09-08,43218,5,9,34775.0,44630.0,44081.0,37579.57142857143,6104.495225027313
2012-09-09,46649,6,9,43218.0,42819.0,45798.0,37377.857142857145,5850.750448406094
2012-09-10,32972,0,9,46649.0,44525.0,36030.0,37925.0,6578.249285840951
2012-09-11,32370,1,9,32972.0,31879.0,34312.0,36274.57142857143,6076.52573041382
2012-09-12,31018,2,9,32370.0,31854.0,35497.0,36344.71428571428,6019.900046631076
2012-09-13,30142,3,9,31018.0,32575.0,34405.0,36225.28571428572,6131.105221580812
2012-09-14,36359,4,9,30142.0,34775.0,35457.0,35877.71428571428,6434.0091885305455
2012-09-15,45959,5,9,36359.0,43218.0,41521.0,36104.0,6416.593930323697
2012-09-16,44286,6,9,45959.0,46649.0,43364.0,36495.57142857143,6981.819219877287
2012-09-17,31860,0,9,44286.0,32972.0,32410.0,36158.0,6445.615848518039
2012-09-18,29276,1,9,31860.0,32370.0,30206.0,35999.142857142855,6550.08067198596
2012-09-19,27065,2,9,29276.0,31018.0,28922.0,35557.142857142855,6929.210691667849
2012-09-20,28557,3,9,27065.0,30142.0,28552.0,34992.42857142857,7498.490089281161
2012-09-21,33634,4,9,28557.0,36359.0,33044.0,34766.0,7690.83129447007
2012-09-22,41889,5,9,33634.0,45959.0,39964.0,34376.71428571428,7665.684220696071
2012-09-23,41362,6,9,41889.0,44286.0,41021.0,33795.28571428572,6739.126642582259
2012-09-24,29176,0,9,41362.0,31860.0,31010.0,33377.57142857143,6034.258442624167
2012-09-25,27979,1,9,29176.0,29276.0,28472.0,32994.142857142855,6228.893786983678
2012-09-26,26932,2,9,27979.0,27065.0,27101.0,32808.857142857145,6375.492959465216
2012-09-27,27231,3,9,26932.0,28557.0,28303.0,32789.857142857145,6395.629899355017
2012-09-28,32656,4,9,27231.0,33634.0,37092.0,32600.428571428572,6559.434956791706
2012-09-29,40981,5,9,32656.0,41889.0,44630.0,32460.714285714286,6544.148778725564
2012-09-30,39736,6,9,40981.0,41362.0,42819.0,32331.0,6331.669290163538
2012-10-01,34841,0,10,39736.0,29176.0,44525.0,32098.714285714286,5964.304701424015
2012-10-02,33830,1,10,34841.0,27979.0,31879.0,32908.0,5885.446060693565
2012-10-03,34220,2,10,33830.0,26932.0,31854.0,33743.857142857145,5469.541340568748
2012-10-04,30075,3,10,34220.0,27231.0,32575.0,34785.0,4577.713402999376
2012-10-05,34588,4,10,30075.0,32656.0,34775.0,35191.28571428572,3866.4899549111356
2012-10-06,44040,5,10,34588.0,40981.0,43218.0,35467.28571428572,3721.5927465842797
2012-10-07,41872,6,10,44040.0,39736.0,46649.0,35904.28571428572,4561.708697198386
2012-10-08,33790,0,10,41872.0,34841.0,32972.0,36209.42857142857,4918.246837276583
2012-10-09,32295,1,10,33790.0,33830.0,32370.0,36059.28571428572,4982.605567180228
2012-10-10,29969,2,10,32295.0,34220.0,31018.0,35840.0,5128.704807258862
2012-10-11,29998,3,10,29969.0,30075.0,30142.0,35232.71428571428,5583.9703232940565
2012-10-12,35052,4,10,29998.0,34588.0,36359.0,35221.71428571428,5595.887141889305
2012-10-13,42226,5,10,35052.0,44040.0,45959.0,35288.0,5589.874327746568
2012-10-14,42237,6,10,42226.0,41872.0,44286.0,35028.857142857145,5140.499730200423
2012-10-15,33684,0,10,42237.0,33790.0,31860.0,35081.0,5222.676708355606
2012-10-16,27869,1,10,33684.0,32295.0,29276.0,35065.857142857145,5227.195469483671
2012-10-17,27103,2,10,27869.0,29969.0,27065.0,34433.57142857143,5848.93212068503
2012-10-18,26169,3,10,27103.0,29998.0,28557.0,34024.142857142855,6296.712089881295
2012-10-19,29711,4,10,26169.0,35052.0,33634.0,33477.142857142855,6847.024644047266
2012-10-20,36689,5,10,29711.0,42226.0,41889.0,32714.14285714286,6939.247712073976
2012-10-21,36987,6,10,36689.0,42237.0,41362.0,31923.14285714286,5914.153205899997
2012-10-22,26712,0,10,36987.0,33684.0,29176.0,31173.14285714286,4567.872386883986
2012-10-23,25419,1,10,26712.0,27869.0,27979.0,30177.14285714286,4687.679398471826
2012-10-24,24390,2,10,25419.0,27103.0,26932.0,29827.14285714286,4971.601500139619
2012-10-25,24312,3,10,24390.0,26169.0,27231.0,29439.571428571428,5313.363901746329
2012-10-26,31863,4,10,24312.0,29711.0,32656.0,29174.285714285714,5545.174049396038
2012-10-27,38547,5,10,31863.0,36689.0,40981.0,29481.714285714286,5638.753813692223
2012-10-28,37184,6,10,38547.0,36987.0,39736.0,29747.14285714286,6062.377680651146
2012-10-29,27581,0,10,37184.0,26712.0,34841.0,29775.285714285714,6101.916467096923
2012-10-30,28080,1,10,27581.0,25419.0,33830.0,29899.428571428572,6037.709247088749
2012-10-31,24975,2,10,28080.0,24390.0,34220.0,30279.571428571428,5787.171412044142
2012-11-01,31051,3,11,24975.0,24312.0,30075.0,30363.14285714286,5691.377320958772
2012-11-02,35514,4,11,31051.0,31863.0,34588.0,31325.85714285714,5028.580662193908
2012-11-03,45079,5,11,35514.0,38547.0,44040.0,31847.428571428572,5276.7967195115325
2012-11-04,42545,6,11,45079.0,37184.0,41872.0,32780.57142857143,6966.13759212241
2012-11-05,33057,0,11,42545.0,27581.0,33790.0,33546.42857142857,7778.287726253188
2012-11-06,30514,1,11,33057.0,28080.0,32295.0,34328.71428571428,7341.434526355319
2012-11-07,29683,2,11,30514.0,24975.0,29969.0,34676.42857142857,7047.9221963437085
2012-11-08,30757,3,11,29683.0,31051.0,29998.0,35349.0,6133.098591522345
