date,item_id,store_id,sales,prediction,rolling_mean_7,sell_price,price_ratio,lag_7,has_event,snap_CA,snap_TX,snap_WI,risk_ratio,risk
2016-03-03,FOODS_1_001,CA_2,15,16.53587513854458,26.098312077422328,1.94,0.91,13,0,0,0,1,1.45,faible
2016-03-04,FOODS_1_001,CA_2,27,32.12322821053605,37.205932007282875,8.36,1.6,14,0,0,1,1,0.96,faible
2016-03-05,FOODS_1_001,CA_2,34,27.031028322917955,44.458426009494815,2.6,1.09,32,0,1,0,0,0.99,faible
2016-03-06,FOODS_1_001,CA_2,17,17.777133162592463,37.25564712680659,6.72,1.81,39,0,0,1,1,0.93,moyen
2016-03-07,FOODS_1_001,CA_2,27,23.425492608583504,35.23134575887636,6.85,1.92,5,0,0,0,0,1.72,faible
2016-03-08,FOODS_1_001,CA_2,62,60.304252974700944,36.33834778962041,3.69,0.7,20,0,0,0,1,1.14,faible
2016-03-09,FOODS_1_001,CA_2,40,47.2641235577166,22.332451645968284,2.26,1.71,30,0,0,0,1,1.33,élevé
2016-03-10,FOODS_1_001,CA_2,5,2.348903726656605,31.280489419082862,8.56,1.72,39,1,0,1,0,1.17,faible
2016-03-11,FOODS_1_001,CA_2,31,33.52896515709465,29.701435951895554,3.47,0.97,18,0,1,1,1,1.91,moyen
2016-03-12,FOODS_1_001,CA_2,15,11.376038403180992,27.704975525641977,7.42,0.95,27,0,1,1,1,1.33,faible
2016-03-13,FOODS_1_001,CA_2,2,7.123134062027173,30.009020479030937,2.11,1.81,28,0,1,0,1,1.71,moyen
2016-03-14,FOODS_1_001,CA_2,34,41.34596865985619,28.00418222602908,6.59,0.9,26,0,0,1,1,1.59,moyen
2016-03-15,FOODS_1_001,CA_2,60,66.63387971957064,23.683697087283285,4.29,1.65,42,0,0,0,0,0.98,faible
2016-03-16,FOODS_1_001,CA_2,42,37.60015030234869,29.164780054605295,3.8,1.49,29,0,1,0,1,1.69,faible
2016-03-17,FOODS_1_001,CA_2,45,48.72839356750933,33.72273578954086,4.12,1.95,33,0,0,1,0,1.2,élevé
2016-03-18,FOODS_1_001,CA_2,32,36.504667321071,29.031953289899782,3.57,1.37,28,0,1,0,1,1.69,faible
2016-03-19,FOODS_1_001,CA_2,24,18.32996382862356,26.186409154856797,5.01,0.75,30,0,1,1,0,1.28,moyen
2016-03-20,FOODS_1_001,CA_2,63,59.94927030185081,29.835135525999767,4.26,1.24,30,0,0,0,1,1.66,moyen
2016-03-21,FOODS_1_001,CA_2,31,33.34335809364355,44.36632882324517,2.96,0.54,21,1,0,1,0,1.07,faible
2016-03-22,FOODS_1_001,CA_2,22,30.313837225989264,42.20673819483452,8.94,1.83,34,1,1,1,0,1.32,moyen
2016-03-23,FOODS_1_001,CA_2,29,40.74689447088106,13.778808009709744,2.94,1.96,16,0,1,1,0,1.88,moyen
2016-03-24,FOODS_1_001,CA_2,27,23.95663598923796,31.344852305575287,2.6,0.58,25,0,0,1,1,1.19,élevé
2016-03-25,FOODS_1_001,CA_2,14,21.3967508663639,23.37461945485476,9.92,1.67,38,0,0,0,1,1.35,élevé
2016-03-26,FOODS_1_001,CA_2,0,0.0,10.848245546853793,7.93,1.89,14,0,0,0,0,1.53,moyen
2016-03-27,FOODS_1_001,CA_2,26,16.434462948571117,36.060002891999005,6.41,1.27,34,0,0,0,0,0.96,faible
2016-03-28,FOODS_1_001,CA_2,14,15.593315460878529,21.538645864892565,6.08,1.18,21,0,0,1,1,0.99,moyen
2016-03-29,FOODS_1_001,CA_2,43,44.46899486577524,19.510756319713437,3.59,1.67,16,0,1,1,0,1.08,faible
2016-03-30,FOODS_1_001,CA_2,40,40.5834264591167,31.374052369022067,5.22,0.94,20,0,1,0,0,1.09,faible
2016-03-31,FOODS_1_001,CA_2,25,16.870343990609804,28.715507781768896,4.13,0.61,20,0,1,0,0,1.58,élevé
2016-04-01,FOODS_1_001,CA_2,25,18.957424165892597,16.510304595767145,6.77,1.11,49,0,1,0,1,0.86,faible
2016-04-02,FOODS_1_001,CA_2,34,47.79685386179031,27.195456577435568,4.98,1.34,21,0,1,0,0,1.18,moyen
2016-04-03,FOODS_1_001,CA_2,9,2.7478969082530575,30.341192463821862,5.27,0.79,11,0,1,1,0,1.87,élevé
2016-04-04,FOODS_1_001,CA_2,23,13.484543996009181,55.08623623765093,2.64,1.66,17,0,0,0,0,1.31,faible
2016-04-05,FOODS_1_001,CA_2,41,39.344510050464805,29.759931791400838,8.84,0.62,30,0,0,1,0,0.92,faible
2016-04-06,FOODS_1_001,CA_2,26,33.54383697768065,26.069078593767152,9.96,0.53,37,0,1,1,0,1.58,faible
2016-04-07,FOODS_1_001,CA_2,26,28.517937954619637,28.475629159463445,5.82,1.26,28,0,0,1,1,1.16,faible
2016-04-08,FOODS_1_001,CA_2,28,34.291256997063144,22.280395343359345,7.98,1.22,30,0,0,1,0,1.24,moyen
2016-04-09,FOODS_1_001,CA_2,37,33.39702044091833,12.96918439073385,9.55,1.84,46,0,1,1,1,1.2,moyen
2016-04-10,FOODS_1_001,CA_2,28,28.893234600913598,27.568677707191533,1.83,1.04,30,0,1,0,1,2.0,faible
2016-04-11,FOODS_1_001,CA_2,23,24.622063304151528,28.096830087769952,8.92,0.76,27,0,1,1,0,1.24,élevé
2016-04-12,FOODS_1_001,CA_2,25,27.151287382718422,37.699103710440056,7.95,0.7,24,0,1,0,0,1.13,moyen
2016-04-13,FOODS_1_001,CA_2,13,7.355509355720116,29.125885811415735,3.58,0.72,18,0,0,1,0,1.04,faible
2016-04-14,FOODS_1_001,CA_2,30,29.19022554098917,31.956573585560623,5.77,1.5,16,1,0,1,0,1.42,faible
2016-04-15,FOODS_1_001,CA_2,46,38.74575549892622,28.839506876239856,7.66,1.03,22,0,1,1,0,1.2,faible
2016-04-16,FOODS_1_001,CA_2,0,1.0547080659336387,23.799329041937735,3.6,0.88,27,0,1,1,0,1.28,faible
2016-04-17,FOODS_1_001,CA_2,36,38.0205785549326,28.773231333499517,6.53,1.84,37,1,0,1,0,1.9,faible
2016-04-18,FOODS_1_001,CA_2,20,13.679321698033608,30.94732069776981,7.94,1.66,24,0,1,0,0,1.85,faible
2016-04-19,FOODS_1_001,CA_2,38,40.79068500713484,26.97100191733535,7.37,1.13,21,0,1,0,1,1.22,faible
2016-04-20,FOODS_1_001,CA_2,0,10.30108310712545,32.6950086790099,8.99,1.6,37,1,0,1,0,1.48,faible
2016-04-21,FOODS_1_001,CA_2,15,12.981209722606277,26.79326046746741,5.77,1.85,27,0,1,1,0,1.72,élevé
2016-04-22,FOODS_1_001,CA_2,22,24.022558421485392,19.04154038827491,1.86,1.61,21,0,1,1,0,1.34,faible
2016-04-23,FOODS_1_001,CA_2,29,35.72682165077424,40.306178154518285,2.03,1.05,24,0,1,1,0,0.94,élevé
2016-04-24,FOODS_1_001,CA_2,22,28.42161857242819,23.860063450896398,7.09,1.92,20,0,0,0,1,1.51,faible
2016-04-25,FOODS_1_001,CA_2,22,24.552283653956255,21.166285058256953,8.02,1.38,22,0,1,0,0,1.12,élevé
2016-04-26,FOODS_1_001,CA_2,19,14.405528481163591,27.614747064850082,9.34,0.78,27,0,1,1,0,1.26,faible
2016-04-27,FOODS_1_001,CA_2,19,14.991049726890207,27.82722462439297,8.71,0.82,34,0,0,1,0,1.62,faible
2016-04-28,FOODS_1_001,CA_2,58,53.412157106728905,38.57364026815918,9.41,1.38,26,0,0,0,0,1.19,faible
2016-04-29,FOODS_1_001,CA_2,9,6.429305721003035,40.107467333851076,7.11,1.15,27,0,1,0,1,1.57,moyen
2016-04-30,FOODS_1_001,CA_2,42,43.465773615556955,31.083482984166626,2.0,1.98,27,1,1,0,1,1.02,faible
2016-05-01,FOODS_1_001,CA_2,5,0.0,32.02315824440407,9.46,1.17,37,0,1,0,1,1.04,faible
2016-05-02,FOODS_1_001,CA_2,26,30.763887449134486,34.5492046781889,4.68,0.89,32,0,0,1,1,1.1,faible
2016-05-03,FOODS_1_001,CA_2,30,34.86433820904151,23.40895568271185,8.2,1.62,32,0,1,0,0,1.93,faible
2016-05-04,FOODS_1_001,CA_2,10,11.189880805761028,37.91900087158279,2.55,1.36,17,0,1,1,0,1.54,élevé
2016-05-05,FOODS_1_001,CA_2,0,4.28359709030231,25.69063105080855,7.23,1.82,21,0,0,1,0,1.2,faible
2016-05-06,FOODS_1_001,CA_2,41,36.74183635153056,22.26749934396311,6.34,1.05,31,0,0,0,0,1.77,faible
2016-05-07,FOODS_1_001,CA_2,11,3.402841483585516,25.811295848701356,3.75,1.27,2,0,0,1,1,1.96,moyen
2016-05-08,FOODS_1_001,CA_2,29,22.634270782779154,31.253970444779302,4.4,0.79,15,0,0,1,1,1.73,élevé
2016-05-09,FOODS_1_001,CA_2,31,35.49280418282181,36.093457301750504,7.35,1.47,35,0,0,1,0,1.92,faible
2016-05-10,FOODS_1_001,CA_2,21,25.08897983116112,26.23544973116532,9.13,1.68,14,1,0,0,0,1.97,faible
2016-05-11,FOODS_1_001,CA_2,28,13.63643891776775,20.133186475332906,2.17,1.9,42,0,1,0,0,0.81,faible
2016-05-12,FOODS_1_001,CA_2,40,37.695689350487584,30.946163749621487,7.79,1.25,10,0,1,0,1,1.51,élevé
2016-05-13,FOODS_1_001,CA_2,9,11.645046602048637,34.910092163026015,2.45,1.87,32,1,1,1,0,1.98,élevé
2016-05-14,FOODS_1_001,CA_2,46,37.40562098290903,27.547699793806274,1.93,1.86,39,0,0,0,0,1.41,moyen
2016-05-15,FOODS_1_001,CA_2,2,7.877178782982918,24.902792291154526,6.8,0.61,25,0,1,0,0,0.83,faible
2016-05-16,FOODS_1_001,CA_2,16,19.630699425718078,30.014266379853048,8.83,1.08,34,1,0,0,1,1.37,moyen
2016-05-17,FOODS_1_001,CA_2,46,46.432076566981,24.10678990971837,2.88,1.07,36,0,1,0,1,1.2,faible
2016-05-18,FOODS_1_001,CA_2,36,33.59448414068671,33.275833212741105,6.8,0.65,17,0,0,0,0,1.3,faible
2016-05-19,FOODS_1_001,CA_2,15,16.19690445371419,31.372109177251698,3.82,1.53,23,0,0,1,0,1.75,moyen
2016-05-20,FOODS_1_001,CA_2,22,23.335319154168047,12.656724221475162,1.8,0.68,14,1,0,1,1,1.48,faible
2016-05-21,FOODS_1_001,CA_2,30,21.309040085120472,29.96501431377775,8.2,1.4,36,0,0,0,0,1.1,élevé
2016-05-22,FOODS_1_001,CA_2,14,13.595807768073328,27.15726978991904,2.61,1.09,36,0,1,1,0,1.48,faible
2015-01-01,FOODS_1_001,CA_3,20,23.939019963919183,32.44812571406437,3.52,0.67,57,0,1,0,1,1.37,faible
2015-01-02,FOODS_1_001,CA_3,19,17.007528230785976,26.704914602211897,3.86,0.75,18,0,1,0,0,1.41,faible
2015-01-03,FOODS_1_001,CA_3,62,58.37409558821701,23.11797471886451,2.92,1.21,32,1,1,0,1,1.95,faible
2015-01-04,FOODS_1_001,CA_3,27,31.681764038474842,43.85370543896469,2.63,0.56,36,0,0,0,1,1.6,moyen
2015-01-05,FOODS_1_001,CA_3,0,2.499308052364338,19.91297486175169,1.52,0.89,24,0,0,0,1,1.83,faible
2015-01-06,FOODS_1_001,CA_3,12,11.837483512500599,22.680763084903283,1.81,1.88,49,0,0,0,1,1.51,faible
2015-01-07,FOODS_1_001,CA_3,18,21.26397891782236,17.714860313286557,6.72,1.77,25,0,0,1,1,1.62,moyen
2015-01-08,FOODS_1_001,CA_3,3,9.544656094643258,31.960702830481168,5.83,0.72,22,1,1,1,0,1.79,élevé
2015-01-09,FOODS_1_001,CA_3,15,23.456748007513603,35.64999320160511,4.48,0.94,32,0,0,1,1,1.67,moyen
2015-01-10,FOODS_1_001,CA_3,53,48.8786537344687,35.54647461942177,6.51,1.48,50,1,0,1,1,1.49,élevé
2015-01-11,FOODS_1_001,CA_3,9,18.539834633184043,38.31166912239078,9.4,1.59,28,0,0,1,0,1.77,élevé
2015-01-12,FOODS_1_001,CA_3,0,0.0,38.27922657390177,6.91,0.86,23,1,0,1,1,0.93,faible
2015-01-13,FOODS_1_001,CA_3,7,0.3813251467551373,36.81666348188746,9.74,1.79,42,0,1,1,0,1.41,élevé
2015-01-14,FOODS_1_001,CA_3,35,40.559790368120886,25.9406232883565,1.99,1.49,37,0,0,1,0,0.86,faible
2015-01-15,FOODS_1_001,CA_3,34,32.784224661103984,29.457354888434377,3.86,1.94,26,0,1,0,1,1.96,faible
2015-01-16,FOODS_1_001,CA_3,16,14.37939688525367,29.09611844284739,9.9,0.76,34,0,1,1,0,1.19,élevé
2015-01-17,FOODS_1_001,CA_3,7,2.6323229380832487,33.83936957523929,2.43,1.93,15,0,0,0,0,1.64,faible
2015-01-18,FOODS_1_001,CA_3,0,3.460839398275003,30.694966719836085,7.94,1.75,53,0,1,1,0,0.85,faible
2015-01-19,FOODS_1_001,CA_3,26,19.529380890388783,27.77125685649065,9.4,0.52,22,0,1,1,0,1.79,faible
2015-01-20,FOODS_1_001,CA_3,25,19.70159420711537,36.42831167572985,4.62,1.54,38,0,0,1,1,1.83,moyen
2015-01-21,FOODS_1_001,CA_3,39,34.56390370472974,36.01025544053434,5.29,1.85,25,0,0,0,0,1.42,faible
2015-01-22,FOODS_1_001,CA_3,4,8.950009199275641,23.512910747698243,6.25,0.66,22,0,1,1,0,1.93,faible
2015-01-23,FOODS_1_001,CA_3,40,41.55793134773993,24.32821606952623,6.38,1.26,22,0,0,0,1,1.04,moyen
2015-01-24,FOODS_1_001,CA_3,44,47.967315228900915,30.36999698952804,5.68,1.78,35,0,1,0,0,0.92,moyen
2015-01-25,FOODS_1_001,CA_3,38,40.28549396827394,29.8357170406373,3.73,1.48,54,0,0,0,1,1.26,faible
2015-01-26,FOODS_1_001,CA_3,32,29.176887402073362,35.34015845026897,2.31,0.89,20,0,1,1,0,1.51,faible
2015-01-27,FOODS_1_001,CA_3,64,56.00839406041475,37.64950030165572,4.14,1.83,27,0,0,1,0,1.42,faible
2015-01-28,FOODS_1_001,CA_3,14,16.198643115023653,25.670032023460887,1.75,1.15,10,0,0,1,1,1.46,moyen
2015-01-29,FOODS_1_001,CA_3,28,33.22988927178356,22.22788177531226,8.7,0.72,16,0,0,0,1,0.93,élevé
2015-01-30,FOODS_1_001,CA_3,10,12.670695512118096,28.228161755637238,7.64,1.12,18,0,0,1,0,1.7,moyen
2015-01-31,FOODS_1_001,CA_3,34,27.01950515005987,34.02057196309223,7.81,0.95,29,0,0,0,0,1.76,élevé
2015-02-01,FOODS_1_001,CA_3,40,40.12069490274502,19.817610519119455,6.71,0.95,31,0,0,1,1,1.77,faible
2015-02-02,FOODS_1_001,CA_3,40,38.24636194527108,22.413956690001758,3.19,1.81,36,0,0,0,1,1.27,faible
2015-02-03,FOODS_1_001,CA_3,18,10.892480816920125,26.78289146757062,5.38,1.67,20,0,1,1,0,1.56,élevé
2015-02-04,FOODS_1_001,CA_3,37,42.68374436383009,31.730125738487292,8.4,1.41,30,0,1,1,1,1.71,faible
2015-02-05,FOODS_1_001,CA_3,35,32.13209125544896,26.11314195116226,6.51,1.53,35,0,1,1,1,1.19,faible
2015-02-06,FOODS_1_001,CA_3,53,58.79748976786817,16.12460350616839,1.74,0.9,27,0,0,0,1,1.01,faible
2015-02-07,FOODS_1_001,CA_3,52,45.56518373679634,33.407689317443044,4.88,1.99,40,0,1,0,1,1.28,moyen
2015-02-08,FOODS_1_001,CA_3,7,8.066786432486394,28.926900170319755,2.52,1.02,17,0,0,0,0,0.94,élevé
2015-02-09,FOODS_1_001,CA_3,45,45.86129639883381,41.6332474102082,5.45,1.05,15,0,0,1,1,1.57,moyen
2015-02-10,FOODS_1_001,CA_3,37,34.517054901409274,18.394280172212632,2.92,1.7,27,0,0,1,1,1.79,faible
2015-02-11,FOODS_1_001,CA_3,35,33.95868195678255,29.316768606433946,3.58,1.96,10,0,0,0,1,1.64,faible
2015-02-12,FOODS_1_001,CA_3,42,50.92957525287025,35.39014809358969,7.38,1.04,26,0,1,1,1,0.97,moyen
2015-02-13,FOODS_1_001,CA_3,25,20.128792597448466,41.85882088275101,3.87,1.76,18,0,1,0,1,1.69,moyen
2015-02-14,FOODS_1_001,CA_3,27,26.425290572023606,23.977352849450977,3.9,1.91,19,0,1,1,0,0.81,moyen
2015-02-15,FOODS_1_001,CA_3,53,56.03888334880515,28.32513696537964,2.25,1.34,16,0,0,1,1,1.72,faible
2015-02-16,FOODS_1_001,CA_3,17,12.750092091236915,31.1714113742744,7.2,0.79,32,0,0,0,1,0.84,faible
2015-02-17,FOODS_1_001,CA_3,42,31.924883429621218,29.1129498794813,2.05,1.14,21,0,0,1,0,1.71,faible
2015-02-18,FOODS_1_001,CA_3,31,27.322549546537225,14.795399520266766,8.24,0.69,22,1,1,0,0,1.08,faible
2015-02-19,FOODS_1_001,CA_3,23,24.660077378136847,32.88365352747314,6.17,0.93,29,0,0,1,0,0.95,faible
2015-02-20,FOODS_1_001,CA_3,33,32.572434822333356,26.065297400342295,4.73,0.51,28,0,0,1,0,0.98,moyen
2015-02-21,FOODS_1_001,CA_3,48,40.830682139124654,24.345964767254067,2.17,0.81,35,0,0,0,1,1.32,élevé
2015-02-22,FOODS_1_001,CA_3,11,16.784259811134554,48.08182518022169,4.97,1.66,12,1,0,1,1,1.45,faible
2015-02-23,FOODS_1_001,CA_3,27,27.065045536049368,33.2092018672091,4.27,1.2,38,0,0,0,1,0.92,faible
2015-02-24,FOODS_1_001,CA_3,41,47.453358977876974,25.14923317494992,8.58,1.21,20,0,1,0,0,1.5,moyen
2015-02-25,FOODS_1_001,CA_3,22,23.753777189898653,30.21214199954488,8.82,1.48,30,0,1,1,0,1.07,moyen
2015-02-26,FOODS_1_001,CA_3,5,3.438380130492176,32.13155192380473,5.24,1.63,32,0,0,0,0,1.23,élevé
2015-02-27,FOODS_1_001,CA_3,13,19.52235792247309,22.183836253410213,4.17,0.96,26,0,1,1,0,1.74,élevé
2015-02-28,FOODS_1_001,CA_3,14,6.282006419135857,30.04564966736445,2.82,1.64,26,0,0,1,0,1.87,faible
2015-03-01,FOODS_1_001,CA_3,17,16.441460391010956,25.594787558360846,6.86,1.06,29,0,1,0,1,0.89,moyen
2015-03-02,FOODS_1_001,CA_3,0,0.0,32.14147355110426,6.36,1.54,39,0,1,0,1,1.29,élevé
2015-03-03,FOODS_1_001,CA_3,21,25.76399160203524,23.50338442449398,7.58,1.15,25,0,1,0,1,1.41,faible
2015-03-04,FOODS_1_001,CA_3,37,35.85006474249254,20.718489506127725,7.65,1.75,36,0,1,1,0,1.75,moyen
2015-03-05,FOODS_1_001,CA_3,32,36.895581637947025,34.14936559785999,5.1,0.86,21,0,1,0,1,1.52,faible
2015-03-06,FOODS_1_001,CA_3,31,30.09936805011748,35.62702671041342,6.64,1.37,7,0,1,0,0,1.34,moyen
2015-03-07,FOODS_1_001,CA_3,15,6.193387281495713,19.797618165063902,6.28,1.56,29,0,0,0,0,1.84,moyen
2015-03-08,FOODS_1_001,CA_3,17,19.350040259561368,20.114930284375234,8.45,0.94,26,0,0,1,0,1.33,faible
2015-03-09,FOODS_1_001,CA_3,12,9.90431348573294,31.97292333617891,6.65,1.17,37,0,0,1,1,1.02,élevé
2015-03-10,FOODS_1_001,CA_3,12,3.0790261398466114,37.85410167535372,3.36,1.75,24,0,1,0,1,1.04,faible
2015-03-11,FOODS_1_001,CA_3,41,41.23796671877468,28.101098076804455,3.19,1.67,21,0,0,1,0,1.41,moyen
2015-03-12,FOODS_1_001,CA_3,39,39.46893213309188,26.053898784746877,3.73,1.97,31,0,0,1,1,0.87,faible
2015-03-13,FOODS_1_001,CA_3,32,33.45988844881255,30.05173265480916,5.07,1.68,19,0,0,1,0,0.87,faible
2015-03-14,FOODS_1_001,CA_3,15,13.425629656634701,47.23843820212832,7.38,1.32,23,0,0,0,1,0.91,moyen
2015-03-15,FOODS_1_001,CA_3,51,46.37244599926308,24.22387371070844,7.31,0.81,28,0,0,1,1,0.98,moyen
2015-03-16,FOODS_1_001,CA_3,34,37.205344611950125,27.787618229033246,9.35,1.6,36,1,0,0,1,1.23,faible
2015-03-17,FOODS_1_001,CA_3,77,67.50175428217548,35.79935528037744,2.74,1.4,30,0,0,0,0,1.04,moyen
2015-03-18,FOODS_1_001,CA_3,25,30.440917844668984,42.361462105008144,2.0,1.03,32,0,1,1,0,1.24,moyen
2015-03-19,FOODS_1_001,CA_3,63,53.73595538847877,20.791387762574256,8.33,0.56,22,0,1,0,0,1.33,élevé
2015-03-20,FOODS_1_001,CA_3,25,30.34192269957086,39.202362665252,3.31,1.6,24,0,1,0,0,1.83,moyen
2015-03-21,FOODS_1_001,CA_3,31,32.32068691821754,23.844442655788747,9.59,1.44,30,0,1,1,1,1.53,faible
2015-03-22,FOODS_1_001,CA_3,18,22.375122509967795,21.673583021942562,9.98,0.62,31,0,0,1,0,0.8,moyen
2015-03-23,FOODS_1_001,CA_3,30,41.65289839682476,33.298696388347096,9.78,1.9,38,0,1,0,1,1.06,faible
2015-03-24,FOODS_1_001,CA_3,6,0.09598459176441221,25.98863589728559,5.17,0.62,34,1,1,1,0,1.58,faible
2015-03-25,FOODS_1_001,CA_3,26,26.71231690540509,19.014237914153234,4.64,0.71,20,0,0,0,0,0.9,élevé
2015-03-26,FOODS_1_001,CA_3,9,14.741422815599725,25.745949342357267,1.68,1.48,43,0,0,0,1,1.68,élevé
2015-03-27,FOODS_1_001,CA_3,31,28.2856137424006,25.255778033094472,7.72,0.71,39,0,0,1,1,0.82,moyen
2015-03-28,FOODS_1_001,CA_3,34,38.898234321477275,27.110421168864562,8.2,1.47,40,0,1,0,0,1.73,élevé
2015-03-29,FOODS_1_001,CA_3,33,30.851733859915598,37.681245632236866,6.68,0.52,24,0,0,1,1,1.46,faible
2015-03-30,FOODS_1_001,CA_3,24,24.80061240831726,40.464790282671515,6.11,1.93,26,0,0,0,1,1.92,élevé
2015-03-31,FOODS_1_001,CA_3,53,56.17049407635711,32.13349696260875,5.55,1.63,48,0,1,0,1,1.63,élevé
2015-04-01,FOODS_1_001,CA_3,37,34.54320131927711,26.862557342620242,2.47,1.73,33,0,1,0,0,0.95,moyen
2015-04-02,FOODS_1_001,CA_3,5,9.285615649119908,25.4048342755132,5.25,0.71,18,0,1,1,0,1.59,élevé
2015-04-03,FOODS_1_001,CA_3,39,45.30553139472256,30.868462786945525,4.92,0.72,26,0,1,0,0,1.02,élevé
2015-04-04,FOODS_1_001,CA_3,26,9.426873771267744,20.454362963972812,2.22,1.9,17,0,0,0,1,1.14,moyen
2015-04-05,FOODS_1_001,CA_3,25,26.339270597497595,28.386048578900525,8.21,1.33,25,0,1,1,1,1.4,faible
2015-04-06,FOODS_1_001,CA_3,23,23.00327571908807,24.680039204405947,6.19,0.78,16,0,0,0,0,1.52,moyen
2015-04-07,FOODS_1_001,CA_3,18,23.508373392749814,17.083768135711743,7.98,1.15,12,0,1,0,0,1.78,moyen
2015-04-08,FOODS_1_001,CA_3,16,20.223013776287214,12.52327734716845,4.94,1.67,24,0,1,1,0,0.97,faible
2015-04-09,FOODS_1_001,CA_3,39,34.371905033249625,32.55841408307406,6.97,0.96,36,0,0,1,1,0.96,faible
2015-04-10,FOODS_1_001,CA_3,34,36.24961216510078,39.69505444422553,5.41,1.03,28,0,0,0,0,1.35,faible
2015-04-11,FOODS_1_001,CA_3,25,18.214362901645515,23.427582718459135,4.33,0.98,14,0,1,0,0,1.41,faible
2015-04-12,FOODS_1_001,CA_3,54,47.140975644360836,24.363923306080494,6.1,0.86,32,0,0,1,1,0.97,élevé
2015-04-13,FOODS_1_001,CA_3,37,33.425708654984554,27.366089657296087,6.86,0.61,22,0,1,0,1,1.51,faible
2015-04-14,FOODS_1_001,CA_3,35,32.29739749426055,11.395607185068862,6.87,1.3,25,0,0,1,0,1.75,faible
2015-04-15,FOODS_1_001,CA_3,32,31.96262147629566,22.041845502722115,7.25,1.82,12,0,1,1,0,1.84,moyen
2015-04-16,FOODS_1_001,CA_3,53,48.00372634640365,29.19384850624169,4.18,1.84,34,0,0,0,0,1.98,élevé
2015-04-17,FOODS_1_001,CA_3,29,28.4743989958797,20.692384294976513,4.15,1.14,22,0,1,1,1,1.02,faible
2015-04-18,FOODS_1_001,CA_3,27,22.413033477318958,30.759265269874483,8.39,0.7,39,0,1,0,1,0.87,élevé
2015-04-19,FOODS_1_001,CA_3,54,52.87504322954416,27.242527508043807,7.94,1.59,33,0,0,1,1,1.66,faible
2015-04-20,FOODS_1_001,CA_3,34,38.12951515317928,36.38722730723216,5.07,1.69,35,0,0,0,1,1.08,faible
2015-04-21,FOODS_1_001,CA_3,23,21.673228484975787,31.26023511288078,7.44,1.56,27,0,1,1,1,1.11,faible
2015-04-22,FOODS_1_001,CA_3,19,23.655031812491046,21.573860328415126,7.96,1.93,11,0,1,1,1,0.88,faible
2015-04-23,FOODS_1_001,CA_3,33,27.769446999462495,34.35274385779233,5.5,0.57,6,0,0,0,1,1.29,moyen
2015-04-24,FOODS_1_001,CA_3,30,35.138336455604595,35.994912060319045,2.72,0.74,31,0,1,0,1,1.37,faible
2015-04-25,FOODS_1_001,CA_3,28,28.690301182866154,23.550382348034063,9.91,1.86,24,0,1,1,0,1.88,élevé
2015-04-26,FOODS_1_001,CA_3,18,13.380721567176323,24.08881396832056,8.55,0.72,9,0,1,1,0,1.57,moyen
2015-04-27,FOODS_1_001,CA_3,25,16.802560625381794,30.85157654021476,9.21,0.73,26,0,0,1,0,1.34,faible
2015-04-28,FOODS_1_001,CA_3,16,14.259605089523433,27.812598687874125,5.12,1.47,30,0,1,1,0,1.97,faible
2015-04-29,FOODS_1_001,CA_3,32,35.05150127576617,44.70714491252169,7.47,0.76,27,0,0,0,1,1.71,faible
2015-04-30,FOODS_1_001,CA_3,25,25.835411530090354,9.410269810282113,9.19,0.74,26,0,0,0,0,1.48,faible
2015-05-01,FOODS_1_001,CA_3,10,4.663724879652214,31.270833484973434,5.95,1.5,33,1,1,0,0,1.09,moyen
2015-05-02,FOODS_1_001,CA_3,36,36.84517936140749,25.240553007641385,8.68,1.16,41,0,0,1,1,1.25,moyen
2015-05-03,FOODS_1_001,CA_3,34,35.45613012754728,20.040876669568906,6.15,1.86,15,0,1,1,1,1.3,faible
2015-05-04,FOODS_1_001,CA_3,9,4.252841822697544,48.68781231599997,8.86,1.67,40,0,1,0,0,1.19,élevé
2015-05-05,FOODS_1_001,CA_3,45,37.01337329738633,20.835980383029284,4.49,1.2,40,0,0,1,0,1.26,faible
2015-05-06,FOODS_1_001,CA_3,16,14.294802300105403,36.22008210445957,3.98,1.32,20,0,0,0,1,1.57,moyen
2015-05-07,FOODS_1_001,CA_3,23,19.649196317825364,26.760163681037355,9.06,0.85,24,1,0,1,0,0.85,moyen
2015-05-08,FOODS_1_001,CA_3,29,21.212394921558055,27.45669658662878,3.11,1.39,11,1,0,0,1,1.04,faible
2015-05-09,FOODS_1_001,CA_3,22,24.20912613464657,25.054802664086647,2.65,0.88,26,0,1,1,0,1.38,faible
2015-05-10,FOODS_1_001,CA_3,20,24.521216643744598,21.661538671524028,4.41,1.96,25,1,0,0,0,1.45,moyen
2015-05-11,FOODS_1_001,CA_3,44,45.19292875519003,39.234823308984424,9.6,1.71,16,0,0,1,0,1.39,élevé
2015-05-12,FOODS_1_001,CA_3,41,38.88647757343392,24.79917357722591,5.0,1.03,39,0,1,0,0,0.94,faible
2015-05-13,FOODS_1_001,CA_3,26,29.32627847477216,27.43375560079664,2.14,0.63,19,0,0,0,1,1.79,moyen
2015-05-14,FOODS_1_001,CA_3,34,29.582734078184473,33.411076044862114,6.82,0.77,33,0,0,1,1,1.2,élevé
2015-05-15,FOODS_1_001,CA_3,44,44.71035232966534,17.497817238125492,9.78,1.83,30,0,1,0,1,1.99,faible
